"","Age","Electorate","Sex","count","right_left"
"850","15–19 Years","Rimutaka","Female",2319,0.0403384011770476
"851","20–24 Years","Rimutaka","Female",2154,0.0403384011770476
"852","25–29 Years","Rimutaka","Female",2088,0.0403384011770476
"853","30–34 Years","Rimutaka","Female",2181,0.0403384011770476
"854","35–39 Years","Rimutaka","Female",2430,0.0403384011770476
"855","40–44 Years","Rimutaka","Female",2733,0.0403384011770476
"856","45–49 Years","Rimutaka","Female",2562,0.0403384011770476
"857","50–54 Years","Rimutaka","Female",2565,0.0403384011770476
"858","55–59 Years","Rimutaka","Female",2055,0.0403384011770476
"859","60–64 Years","Rimutaka","Female",1773,0.0403384011770476
"860","65–69 Years","Rimutaka","Female",1590,0.0403384011770476
"861","70–74 Years","Rimutaka","Female",1152,0.0403384011770476
"862","75–79 Years","Rimutaka","Female",951,0.0403384011770476
"863","80–84 Years","Rimutaka","Female",819,0.0403384011770476
"864","85 Years And Over","Rimutaka","Female",846,0.0403384011770476
"865","0–4 Years","Christchurch Central","Male",2139,0.0564217252396166
"866","5–9 Years","Christchurch Central","Male",1800,0.0564217252396166
"867","10–14 Years","Christchurch Central","Male",1641,0.0564217252396166
"868","15–19 Years","Christchurch Central","Male",1944,0.0564217252396166
"869","20–24 Years","Christchurch Central","Male",3144,0.0564217252396166
"870","25–29 Years","Christchurch Central","Male",3027,0.0564217252396166
"871","30–34 Years","Christchurch Central","Male",2541,0.0564217252396166
"872","35–39 Years","Christchurch Central","Male",2274,0.0564217252396166
"873","40–44 Years","Christchurch Central","Male",2397,0.0564217252396166
"874","45–49 Years","Christchurch Central","Male",2208,0.0564217252396166
"875","50–54 Years","Christchurch Central","Male",2139,0.0564217252396166
"876","55–59 Years","Christchurch Central","Male",1719,0.0564217252396166
"877","60–64 Years","Christchurch Central","Male",1482,0.0564217252396166
"878","65–69 Years","Christchurch Central","Male",1137,0.0564217252396166
"879","70–74 Years","Christchurch Central","Male",852,0.0564217252396166
"880","75–79 Years","Christchurch Central","Male",645,0.0564217252396166
"881","80–84 Years","Christchurch Central","Male",525,0.0564217252396166
"882","85 Years And Over","Christchurch Central","Male",543,0.0564217252396166
"883","0–4 Years","Christchurch Central","Female",1980,0.0564217252396166
"884","5–9 Years","Christchurch Central","Female",1653,0.0564217252396166
"885","10–14 Years","Christchurch Central","Female",1611,0.0564217252396166
"886","15–19 Years","Christchurch Central","Female",1815,0.0564217252396166
"887","20–24 Years","Christchurch Central","Female",2916,0.0564217252396166
"888","25–29 Years","Christchurch Central","Female",2883,0.0564217252396166
"889","30–34 Years","Christchurch Central","Female",2484,0.0564217252396166
"890","35–39 Years","Christchurch Central","Female",2316,0.0564217252396166
"891","40–44 Years","Christchurch Central","Female",2412,0.0564217252396166
"892","45–49 Years","Christchurch Central","Female",2211,0.0564217252396166
"893","50–54 Years","Christchurch Central","Female",2142,0.0564217252396166
"894","55–59 Years","Christchurch Central","Female",1794,0.0564217252396166
"895","60–64 Years","Christchurch Central","Female",1554,0.0564217252396166
"896","65–69 Years","Christchurch Central","Female",1272,0.0564217252396166
"897","70–74 Years","Christchurch Central","Female",1014,0.0564217252396166
"898","75–79 Years","Christchurch Central","Female",903,0.0564217252396166
"899","80–84 Years","Christchurch Central","Female",897,0.0564217252396166
"900","85 Years And Over","Christchurch Central","Female",1158,0.0564217252396166
"901","0–4 Years","Wigram","Male",1920,0.0590892531876138
"902","5–9 Years","Wigram","Male",1512,0.0590892531876138
"903","10–14 Years","Wigram","Male",1473,0.0590892531876138
"904","15–19 Years","Wigram","Male",2154,0.0590892531876138
"905","20–24 Years","Wigram","Male",3513,0.0590892531876138
"906","25–29 Years","Wigram","Male",2685,0.0590892531876138
"907","30–34 Years","Wigram","Male",2358,0.0590892531876138
"908","35–39 Years","Wigram","Male",1956,0.0590892531876138
"909","40–44 Years","Wigram","Male",1977,0.0590892531876138
"910","45–49 Years","Wigram","Male",1752,0.0590892531876138
"911","50–54 Years","Wigram","Male",1767,0.0590892531876138
"912","55–59 Years","Wigram","Male",1659,0.0590892531876138
"913","60–64 Years","Wigram","Male",1404,0.0590892531876138
"914","65–69 Years","Wigram","Male",1212,0.0590892531876138
"915","70–74 Years","Wigram","Male",864,0.0590892531876138
"916","75–79 Years","Wigram","Male",624,0.0590892531876138
"917","80–84 Years","Wigram","Male",525,0.0590892531876138
"918","85 Years And Over","Wigram","Male",477,0.0590892531876138
"919","0–4 Years","Wigram","Female",1929,0.0590892531876138
"920","5–9 Years","Wigram","Female",1557,0.0590892531876138
"921","10–14 Years","Wigram","Female",1539,0.0590892531876138
"922","15–19 Years","Wigram","Female",1962,0.0590892531876138
"923","20–24 Years","Wigram","Female",3078,0.0590892531876138
"924","25–29 Years","Wigram","Female",2478,0.0590892531876138
"925","30–34 Years","Wigram","Female",2247,0.0590892531876138
"926","35–39 Years","Wigram","Female",1935,0.0590892531876138
"927","40–44 Years","Wigram","Female",1986,0.0590892531876138
"928","45–49 Years","Wigram","Female",1821,0.0590892531876138
"929","50–54 Years","Wigram","Female",1887,0.0590892531876138
"930","55–59 Years","Wigram","Female",1713,0.0590892531876138
"931","60–64 Years","Wigram","Female",1464,0.0590892531876138
"932","65–69 Years","Wigram","Female",1290,0.0590892531876138
"933","70–74 Years","Wigram","Female",1065,0.0590892531876138
"934","75–79 Years","Wigram","Female",798,0.0590892531876138
"935","80–84 Years","Wigram","Female",795,0.0590892531876138
"936","85 Years And Over","Wigram","Female",840,0.0590892531876138
"937","0–4 Years","Palmerston North","Male",2397,0.0713985312671864
"938","5–9 Years","Palmerston North","Male",2244,0.0713985312671864
"939","10–14 Years","Palmerston North","Male",2160,0.0713985312671864
"940","15–19 Years","Palmerston North","Male",2508,0.0713985312671864
"941","20–24 Years","Palmerston North","Male",3237,0.0713985312671864
"942","25–29 Years","Palmerston North","Male",2304,0.0713985312671864
"943","30–34 Years","Palmerston North","Male",2031,0.0713985312671864
"944","35–39 Years","Palmerston North","Male",1839,0.0713985312671864
"945","40–44 Years","Palmerston North","Male",1965,0.0713985312671864
"946","45–49 Years","Palmerston North","Male",1887,0.0713985312671864
"947","50–54 Years","Palmerston North","Male",1974,0.0713985312671864
"948","55–59 Years","Palmerston North","Male",1629,0.0713985312671864
"949","60–64 Years","Palmerston North","Male",1488,0.0713985312671864
"950","65–69 Years","Palmerston North","Male",1227,0.0713985312671864
"951","70–74 Years","Palmerston North","Male",966,0.0713985312671864
"952","75–79 Years","Palmerston North","Male",756,0.0713985312671864
"953","80–84 Years","Palmerston North","Male",537,0.0713985312671864
"954","85 Years And Over","Palmerston North","Male",468,0.0713985312671864
"955","0–4 Years","Palmerston North","Female",2310,0.0713985312671864
"956","5–9 Years","Palmerston North","Female",2076,0.0713985312671864
"957","10–14 Years","Palmerston North","Female",2040,0.0713985312671864
"958","15–19 Years","Palmerston North","Female",2640,0.0713985312671864
"959","20–24 Years","Palmerston North","Female",3501,0.0713985312671864
"960","25–29 Years","Palmerston North","Female",2601,0.0713985312671864
"961","30–34 Years","Palmerston North","Female",2292,0.0713985312671864
"962","35–39 Years","Palmerston North","Female",2112,0.0713985312671864
"963","40–44 Years","Palmerston North","Female",2205,0.0713985312671864
"964","45–49 Years","Palmerston North","Female",2049,0.0713985312671864
"965","50–54 Years","Palmerston North","Female",2265,0.0713985312671864
"966","55–59 Years","Palmerston North","Female",1920,0.0713985312671864
"967","60–64 Years","Palmerston North","Female",1698,0.0713985312671864
"968","65–69 Years","Palmerston North","Female",1431,0.0713985312671864
"969","70–74 Years","Palmerston North","Female",1164,0.0713985312671864
"970","75–79 Years","Palmerston North","Female",960,0.0713985312671864
"971","80–84 Years","Palmerston North","Female",801,0.0713985312671864
"972","85 Years And Over","Palmerston North","Female",876,0.0713985312671864
"973","0–4 Years","Hutt South","Male",2472,0.0887290167865707
"974","5–9 Years","Hutt South","Male",2442,0.0887290167865707
"975","10–14 Years","Hutt South","Male",2343,0.0887290167865707
"976","15–19 Years","Hutt South","Male",2340,0.0887290167865707
"977","20–24 Years","Hutt South","Male",2175,0.0887290167865707
"978","25–29 Years","Hutt South","Male",1941,0.0887290167865707
"979","30–34 Years","Hutt South","Male",2145,0.0887290167865707
"980","35–39 Years","Hutt South","Male",2214,0.0887290167865707
"981","40–44 Years","Hutt South","Male",2496,0.0887290167865707
"982","45–49 Years","Hutt South","Male",2454,0.0887290167865707
"983","50–54 Years","Hutt South","Male",2541,0.0887290167865707
"984","55–59 Years","Hutt South","Male",2148,0.0887290167865707
"985","60–64 Years","Hutt South","Male",1827,0.0887290167865707
"986","65–69 Years","Hutt South","Male",1461,0.0887290167865707
"987","70–74 Years","Hutt South","Male",1053,0.0887290167865707
"988","75–79 Years","Hutt South","Male",690,0.0887290167865707
"989","80–84 Years","Hutt South","Male",462,0.0887290167865707
"990","85 Years And Over","Hutt South","Male",336,0.0887290167865707
"991","0–4 Years","Hutt South","Female",2430,0.0887290167865707
"992","5–9 Years","Hutt South","Female",2343,0.0887290167865707
"993","10–14 Years","Hutt South","Female",2289,0.0887290167865707
"994","15–19 Years","Hutt South","Female",2214,0.0887290167865707
"995","20–24 Years","Hutt South","Female",2235,0.0887290167865707
"996","25–29 Years","Hutt South","Female",2106,0.0887290167865707
"997","30–34 Years","Hutt South","Female",2358,0.0887290167865707
"998","35–39 Years","Hutt South","Female",2493,0.0887290167865707
"999","40–44 Years","Hutt South","Female",2859,0.0887290167865707
"1000","45–49 Years","Hutt South","Female",2712,0.0887290167865707
"1001","50–54 Years","Hutt South","Female",2670,0.0887290167865707
"1002","55–59 Years","Hutt South","Female",2241,0.0887290167865707
"1003","60–64 Years","Hutt South","Female",1869,0.0887290167865707
"1004","65–69 Years","Hutt South","Female",1491,0.0887290167865707
"1005","70–74 Years","Hutt South","Female",1218,0.0887290167865707
"1006","75–79 Years","Hutt South","Female",831,0.0887290167865707
"1007","80–84 Years","Hutt South","Female",654,0.0887290167865707
"1008","85 Years And Over","Hutt South","Female",564,0.0887290167865707
"1009","0–4 Years","Port Hills","Male",2097,0.0955140237764901
"1010","5–9 Years","Port Hills","Male",2169,0.0955140237764901
"1011","10–14 Years","Port Hills","Male",2067,0.0955140237764901
"1012","15–19 Years","Port Hills","Male",1998,0.0955140237764901
"1013","20–24 Years","Port Hills","Male",1635,0.0955140237764901
"1014","25–29 Years","Port Hills","Male",1563,0.0955140237764901
"1015","30–34 Years","Port Hills","Male",1659,0.0955140237764901
"1016","35–39 Years","Port Hills","Male",2055,0.0955140237764901
"1017","40–44 Years","Port Hills","Male",2361,0.0955140237764901
"1018","45–49 Years","Port Hills","Male",2496,0.0955140237764901
"1019","50–54 Years","Port Hills","Male",2499,0.0955140237764901
"1020","55–59 Years","Port Hills","Male",2175,0.0955140237764901
"1021","60–64 Years","Port Hills","Male",1989,0.0955140237764901
"1022","65–69 Years","Port Hills","Male",1641,0.0955140237764901
"1023","70–74 Years","Port Hills","Male",1200,0.0955140237764901
"1024","75–79 Years","Port Hills","Male",840,0.0955140237764901
"1025","80–84 Years","Port Hills","Male",675,0.0955140237764901
"1026","85 Years And Over","Port Hills","Male",498,0.0955140237764901
"1027","0–4 Years","Port Hills","Female",1980,0.0955140237764901
"1028","5–9 Years","Port Hills","Female",2103,0.0955140237764901
"1029","10–14 Years","Port Hills","Female",1989,0.0955140237764901
"1030","15–19 Years","Port Hills","Female",1815,0.0955140237764901
"1031","20–24 Years","Port Hills","Female",1539,0.0955140237764901
"1032","25–29 Years","Port Hills","Female",1584,0.0955140237764901
"1033","30–34 Years","Port Hills","Female",1869,0.0955140237764901
"1034","35–39 Years","Port Hills","Female",2205,0.0955140237764901
"1035","40–44 Years","Port Hills","Female",2709,0.0955140237764901
"1036","45–49 Years","Port Hills","Female",2622,0.0955140237764901
"1037","50–54 Years","Port Hills","Female",2649,0.0955140237764901
"1038","55–59 Years","Port Hills","Female",2307,0.0955140237764901
"1039","60–64 Years","Port Hills","Female",2133,0.0955140237764901
"1040","65–69 Years","Port Hills","Female",1743,0.0955140237764901
"1041","70–74 Years","Port Hills","Female",1338,0.0955140237764901
"1042","75–79 Years","Port Hills","Female",999,0.0955140237764901
"1043","80–84 Years","Port Hills","Female",861,0.0955140237764901
"1044","85 Years And Over","Port Hills","Female",912,0.0955140237764901
"1045","0–4 Years","Nelson","Male",2010,0.118255080588648
"1046","5–9 Years","Nelson","Male",2073,0.118255080588648
"1047","10–14 Years","Nelson","Male",2211,0.118255080588648
"1048","15–19 Years","Nelson","Male",2076,0.118255080588648
"1049","20–24 Years","Nelson","Male",1560,0.118255080588648
"1050","25–29 Years","Nelson","Male",1431,0.118255080588648
"1051","30–34 Years","Nelson","Male",1509,0.118255080588648
"1052","35–39 Years","Nelson","Male",1722,0.118255080588648
"1053","40–44 Years","Nelson","Male",2247,0.118255080588648
"1054","45–49 Years","Nelson","Male",2277,0.118255080588648
"1055","50–54 Years","Nelson","Male",2373,0.118255080588648
"1056","55–59 Years","Nelson","Male",2034,0.118255080588648
"1057","60–64 Years","Nelson","Male",1893,0.118255080588648
"1058","65–69 Years","Nelson","Male",1707,0.118255080588648
"1059","70–74 Years","Nelson","Male",1215,0.118255080588648
"1060","75–79 Years","Nelson","Male",897,0.118255080588648
"1061","80–84 Years","Nelson","Male",696,0.118255080588648
"1062","85 Years And Over","Nelson","Male",600,0.118255080588648
"1063","0–4 Years","Nelson","Female",1839,0.118255080588648
"1064","5–9 Years","Nelson","Female",2061,0.118255080588648
"1065","10–14 Years","Nelson","Female",2055,0.118255080588648
"1066","15–19 Years","Nelson","Female",1893,0.118255080588648
"1067","20–24 Years","Nelson","Female",1473,0.118255080588648
"1068","25–29 Years","Nelson","Female",1605,0.118255080588648
"1069","30–34 Years","Nelson","Female",1665,0.118255080588648
"1070","35–39 Years","Nelson","Female",2013,0.118255080588648
"1071","40–44 Years","Nelson","Female",2490,0.118255080588648
"1072","45–49 Years","Nelson","Female",2544,0.118255080588648
"1073","50–54 Years","Nelson","Female",2577,0.118255080588648
"1074","55–59 Years","Nelson","Female",2289,0.118255080588648
"1075","60–64 Years","Nelson","Female",2127,0.118255080588648
"1076","65–69 Years","Nelson","Female",1764,0.118255080588648
"1077","70–74 Years","Nelson","Female",1398,0.118255080588648
"1078","75–79 Years","Nelson","Female",1110,0.118255080588648
"1079","80–84 Years","Nelson","Female",903,0.118255080588648
"1080","85 Years And Over","Nelson","Female",1026,0.118255080588648
"1081","0–4 Years","West Coast-Tasman","Male",1923,0.147404005612961
"1082","5–9 Years","West Coast-Tasman","Male",2094,0.147404005612961
"1083","10–14 Years","West Coast-Tasman","Male",2163,0.147404005612961
"1084","15–19 Years","West Coast-Tasman","Male",1845,0.147404005612961
"1085","20–24 Years","West Coast-Tasman","Male",1446,0.147404005612961
"1086","25–29 Years","West Coast-Tasman","Male",1338,0.147404005612961
"1087","30–34 Years","West Coast-Tasman","Male",1338,0.147404005612961
"1088","35–39 Years","West Coast-Tasman","Male",1725,0.147404005612961
"1089","40–44 Years","West Coast-Tasman","Male",2199,0.147404005612961
"1090","45–49 Years","West Coast-Tasman","Male",2409,0.147404005612961
"1091","50–54 Years","West Coast-Tasman","Male",2610,0.147404005612961
"1092","55–59 Years","West Coast-Tasman","Male",2553,0.147404005612961
"1093","60–64 Years","West Coast-Tasman","Male",2316,0.147404005612961
"1094","65–69 Years","West Coast-Tasman","Male",1950,0.147404005612961
"1095","70–74 Years","West Coast-Tasman","Male",1410,0.147404005612961
"1096","75–79 Years","West Coast-Tasman","Male",915,0.147404005612961
"1097","80–84 Years","West Coast-Tasman","Male",576,0.147404005612961
"1098","85 Years And Over","West Coast-Tasman","Male",408,0.147404005612961
"1099","0–4 Years","West Coast-Tasman","Female",1932,0.147404005612961
"1100","5–9 Years","West Coast-Tasman","Female",1959,0.147404005612961
"1101","10–14 Years","West Coast-Tasman","Female",2004,0.147404005612961
"1102","15–19 Years","West Coast-Tasman","Female",1608,0.147404005612961
"1103","20–24 Years","West Coast-Tasman","Female",1359,0.147404005612961
"1104","25–29 Years","West Coast-Tasman","Female",1371,0.147404005612961
"1105","30–34 Years","West Coast-Tasman","Female",1614,0.147404005612961
"1106","35–39 Years","West Coast-Tasman","Female",1923,0.147404005612961
"1107","40–44 Years","West Coast-Tasman","Female",2454,0.147404005612961
"1108","45–49 Years","West Coast-Tasman","Female",2514,0.147404005612961
"1109","50–54 Years","West Coast-Tasman","Female",2706,0.147404005612961
"1110","55–59 Years","West Coast-Tasman","Female",2364,0.147404005612961
"1111","60–64 Years","West Coast-Tasman","Female",2163,0.147404005612961
"1112","65–69 Years","West Coast-Tasman","Female",1842,0.147404005612961
"1113","70–74 Years","West Coast-Tasman","Female",1287,0.147404005612961
"1114","75–79 Years","West Coast-Tasman","Female",876,0.147404005612961
"1115","80–84 Years","West Coast-Tasman","Female",591,0.147404005612961
"1116","85 Years And Over","West Coast-Tasman","Female",594,0.147404005612961
"1117","0–4 Years","Ōhāriu","Male",2211,0.158656330749354
"1118","5–9 Years","Ōhāriu","Male",2133,0.158656330749354
"1119","10–14 Years","Ōhāriu","Male",2073,0.158656330749354
"1120","15–19 Years","Ōhāriu","Male",1971,0.158656330749354
"1121","20–24 Years","Ōhāriu","Male",1755,0.158656330749354
"1122","25–29 Years","Ōhāriu","Male",1623,0.158656330749354
"1123","30–34 Years","Ōhāriu","Male",2037,0.158656330749354
"1124","35–39 Years","Ōhāriu","Male",2244,0.158656330749354
"1125","40–44 Years","Ōhāriu","Male",2463,0.158656330749354
"1126","45–49 Years","Ōhāriu","Male",2427,0.158656330749354
"1127","50–54 Years","Ōhāriu","Male",2190,0.158656330749354
"1128","55–59 Years","Ōhāriu","Male",1656,0.158656330749354
"1129","60–64 Years","Ōhāriu","Male",1434,0.158656330749354
"1130","65–69 Years","Ōhāriu","Male",1101,0.158656330749354
"1131","70–74 Years","Ōhāriu","Male",789,0.158656330749354
"1132","75–79 Years","Ōhāriu","Male",516,0.158656330749354
"1133","80–84 Years","Ōhāriu","Male",279,0.158656330749354
"1134","85 Years And Over","Ōhāriu","Male",237,0.158656330749354
"1135","0–4 Years","Ōhāriu","Female",2241,0.158656330749354
"1136","5–9 Years","Ōhāriu","Female",2145,0.158656330749354
"1137","10–14 Years","Ōhāriu","Female",2115,0.158656330749354
"1138","15–19 Years","Ōhāriu","Female",1839,0.158656330749354
"1139","20–24 Years","Ōhāriu","Female",1668,0.158656330749354
"1140","25–29 Years","Ōhāriu","Female",1851,0.158656330749354
"1141","30–34 Years","Ōhāriu","Female",2226,0.158656330749354
"1142","35–39 Years","Ōhāriu","Female",2481,0.158656330749354
"1143","40–44 Years","Ōhāriu","Female",2823,0.158656330749354
"1144","45–49 Years","Ōhāriu","Female",2625,0.158656330749354
"1145","50–54 Years","Ōhāriu","Female",2334,0.158656330749354
"1146","55–59 Years","Ōhāriu","Female",1821,0.158656330749354
"1147","60–64 Years","Ōhāriu","Female",1461,0.158656330749354
"1148","65–69 Years","Ōhāriu","Female",1212,0.158656330749354
"1149","70–74 Years","Ōhāriu","Female",816,0.158656330749354
"1150","75–79 Years","Ōhāriu","Female",525,0.158656330749354
"1151","80–84 Years","Ōhāriu","Female",420,0.158656330749354
"1152","85 Years And Over","Ōhāriu","Female",453,0.158656330749354
"1153","0–4 Years","Hamilton West","Male",3144,0.208662887402831
"1154","5–9 Years","Hamilton West","Male",2487,0.208662887402831
"1155","10–14 Years","Hamilton West","Male",2328,0.208662887402831
"1156","15–19 Years","Hamilton West","Male",2454,0.208662887402831
"1157","20–24 Years","Hamilton West","Male",2916,0.208662887402831
"1158","25–29 Years","Hamilton West","Male",2820,0.208662887402831
"1159","30–34 Years","Hamilton West","Male",2559,0.208662887402831
"1160","35–39 Years","Hamilton West","Male",2265,0.208662887402831
"1161","40–44 Years","Hamilton West","Male",2181,0.208662887402831
"1162","45–49 Years","Hamilton West","Male",2088,0.208662887402831
"1163","50–54 Years","Hamilton West","Male",1950,0.208662887402831
"1164","55–59 Years","Hamilton West","Male",1782,0.208662887402831
"1165","60–64 Years","Hamilton West","Male",1599,0.208662887402831
"1166","65–69 Years","Hamilton West","Male",1242,0.208662887402831
"1167","70–74 Years","Hamilton West","Male",849,0.208662887402831
"1168","75–79 Years","Hamilton West","Male",618,0.208662887402831
"1169","80–84 Years","Hamilton West","Male",432,0.208662887402831
"1170","85 Years And Over","Hamilton West","Male",303,0.208662887402831
"1171","0–4 Years","Hamilton West","Female",2889,0.208662887402831
"1172","5–9 Years","Hamilton West","Female",2571,0.208662887402831
"1173","10–14 Years","Hamilton West","Female",2355,0.208662887402831
"1174","15–19 Years","Hamilton West","Female",2448,0.208662887402831
"1175","20–24 Years","Hamilton West","Female",3168,0.208662887402831
"1176","25–29 Years","Hamilton West","Female",3273,0.208662887402831
"1177","30–34 Years","Hamilton West","Female",2733,0.208662887402831
"1178","35–39 Years","Hamilton West","Female",2418,0.208662887402831
"1179","40–44 Years","Hamilton West","Female",2433,0.208662887402831
"1180","45–49 Years","Hamilton West","Female",2265,0.208662887402831
"1181","50–54 Years","Hamilton West","Female",2292,0.208662887402831
"1182","55–59 Years","Hamilton West","Female",2034,0.208662887402831
"1183","60–64 Years","Hamilton West","Female",1770,0.208662887402831
"1184","65–69 Years","Hamilton West","Female",1368,0.208662887402831
"1185","70–74 Years","Hamilton West","Female",1002,0.208662887402831
"1186","75–79 Years","Hamilton West","Female",735,0.208662887402831
"1187","80–84 Years","Hamilton West","Female",660,0.208662887402831
"1188","85 Years And Over","Hamilton West","Female",555,0.208662887402831
"1189","0–4 Years","Ōtaki","Male",1821,0.212192331387332
"1190","5–9 Years","Ōtaki","Male",1911,0.212192331387332
"1191","10–14 Years","Ōtaki","Male",2022,0.212192331387332
"1192","15–19 Years","Ōtaki","Male",1902,0.212192331387332
"1193","20–24 Years","Ōtaki","Male",1332,0.212192331387332
"1194","25–29 Years","Ōtaki","Male",990,0.212192331387332
"1195","30–34 Years","Ōtaki","Male",1071,0.212192331387332
"1196","35–39 Years","Ōtaki","Male",1344,0.212192331387332
"1197","40–44 Years","Ōtaki","Male",1794,0.212192331387332
"1198","45–49 Years","Ōtaki","Male",2022,0.212192331387332
"1199","50–54 Years","Ōtaki","Male",2253,0.212192331387332
"1200","55–59 Years","Ōtaki","Male",1953,0.212192331387332
"1201","60–64 Years","Ōtaki","Male",1980,0.212192331387332
"1202","65–69 Years","Ōtaki","Male",2214,0.212192331387332
"1203","70–74 Years","Ōtaki","Male",1914,0.212192331387332
"1204","75–79 Years","Ōtaki","Male",1476,0.212192331387332
"1205","80–84 Years","Ōtaki","Male",1110,0.212192331387332
"1206","85 Years And Over","Ōtaki","Male",882,0.212192331387332
"1207","0–4 Years","Ōtaki","Female",1806,0.212192331387332
"1208","5–9 Years","Ōtaki","Female",1932,0.212192331387332
"1209","10–14 Years","Ōtaki","Female",2031,0.212192331387332
"1210","15–19 Years","Ōtaki","Female",1851,0.212192331387332
"1211","20–24 Years","Ōtaki","Female",1353,0.212192331387332
"1212","25–29 Years","Ōtaki","Female",1191,0.212192331387332
"1213","30–34 Years","Ōtaki","Female",1293,0.212192331387332
"1214","35–39 Years","Ōtaki","Female",1668,0.212192331387332
"1215","40–44 Years","Ōtaki","Female",2217,0.212192331387332
"1216","45–49 Years","Ōtaki","Female",2331,0.212192331387332
"1217","50–54 Years","Ōtaki","Female",2436,0.212192331387332
"1218","55–59 Years","Ōtaki","Female",2196,0.212192331387332
"1219","60–64 Years","Ōtaki","Female",2382,0.212192331387332
"1220","65–69 Years","Ōtaki","Female",2568,0.212192331387332
"1221","70–74 Years","Ōtaki","Female",2247,0.212192331387332
"1222","75–79 Years","Ōtaki","Female",1752,0.212192331387332
"1223","80–84 Years","Ōtaki","Female",1392,0.212192331387332
"1224","85 Years And Over","Ōtaki","Female",1410,0.212192331387332
"1225","0–4 Years","Hamilton East","Male",2616,0.216359171336818
"1226","5–9 Years","Hamilton East","Male",2424,0.216359171336818
"1227","10–14 Years","Hamilton East","Male",2508,0.216359171336818
"1228","15–19 Years","Hamilton East","Male",3342,0.216359171336818
"1229","20–24 Years","Hamilton East","Male",3663,0.216359171336818
"1230","25–29 Years","Hamilton East","Male",2445,0.216359171336818
"1231","30–34 Years","Hamilton East","Male",2103,0.216359171336818
"1232","35–39 Years","Hamilton East","Male",2106,0.216359171336818
"1233","40–44 Years","Hamilton East","Male",2235,0.216359171336818
"1234","45–49 Years","Hamilton East","Male",2004,0.216359171336818
"1235","50–54 Years","Hamilton East","Male",1968,0.216359171336818
"1236","55–59 Years","Hamilton East","Male",1647,0.216359171336818
"1237","60–64 Years","Hamilton East","Male",1398,0.216359171336818
"1238","65–69 Years","Hamilton East","Male",1155,0.216359171336818
"1239","70–74 Years","Hamilton East","Male",885,0.216359171336818
"1240","75–79 Years","Hamilton East","Male",606,0.216359171336818
"1241","80–84 Years","Hamilton East","Male",534,0.216359171336818
"1242","85 Years And Over","Hamilton East","Male",426,0.216359171336818
"1243","0–4 Years","Hamilton East","Female",2475,0.216359171336818
"1244","5–9 Years","Hamilton East","Female",2355,0.216359171336818
"1245","10–14 Years","Hamilton East","Female",2346,0.216359171336818
"1246","15–19 Years","Hamilton East","Female",3375,0.216359171336818
"1247","20–24 Years","Hamilton East","Female",3789,0.216359171336818
"1248","25–29 Years","Hamilton East","Female",2430,0.216359171336818
"1249","30–34 Years","Hamilton East","Female",2424,0.216359171336818
"1250","35–39 Years","Hamilton East","Female",2358,0.216359171336818
"1251","40–44 Years","Hamilton East","Female",2586,0.216359171336818
"1252","45–49 Years","Hamilton East","Female",2355,0.216359171336818
"1253","50–54 Years","Hamilton East","Female",2247,0.216359171336818
"1254","55–59 Years","Hamilton East","Female",1881,0.216359171336818
"1255","60–64 Years","Hamilton East","Female",1629,0.216359171336818
"1256","65–69 Years","Hamilton East","Female",1353,0.216359171336818
"1257","70–74 Years","Hamilton East","Female",1086,0.216359171336818
"1258","75–79 Years","Hamilton East","Female",843,0.216359171336818
"1259","80–84 Years","Hamilton East","Female",765,0.216359171336818
"1260","85 Years And Over","Hamilton East","Female",789,0.216359171336818
"1261","0–4 Years","Whanganui","Male",2613,0.223638394323632
"1262","5–9 Years","Whanganui","Male",2499,0.223638394323632
"1263","10–14 Years","Whanganui","Male",2652,0.223638394323632
"1264","15–19 Years","Whanganui","Male",2412,0.223638394323632
"1265","20–24 Years","Whanganui","Male",2019,0.223638394323632
"1266","25–29 Years","Whanganui","Male",1818,0.223638394323632
"1267","30–34 Years","Whanganui","Male",1791,0.223638394323632
"1268","35–39 Years","Whanganui","Male",1848,0.223638394323632
"1269","40–44 Years","Whanganui","Male",2256,0.223638394323632
"1270","45–49 Years","Whanganui","Male",2388,0.223638394323632
"1271","50–54 Years","Whanganui","Male",2559,0.223638394323632
"1272","55–59 Years","Whanganui","Male",2367,0.223638394323632
"1273","60–64 Years","Whanganui","Male",2139,0.223638394323632
"1274","65–69 Years","Whanganui","Male",1830,0.223638394323632
"1275","70–74 Years","Whanganui","Male",1383,0.223638394323632
"1276","75–79 Years","Whanganui","Male",1041,0.223638394323632
"1277","80–84 Years","Whanganui","Male",834,0.223638394323632
"1278","85 Years And Over","Whanganui","Male",591,0.223638394323632
"1279","0–4 Years","Whanganui","Female",2538,0.223638394323632
"1280","5–9 Years","Whanganui","Female",2397,0.223638394323632
"1281","10–14 Years","Whanganui","Female",2565,0.223638394323632
"1282","15–19 Years","Whanganui","Female",2313,0.223638394323632
"1283","20–24 Years","Whanganui","Female",1959,0.223638394323632
"1284","25–29 Years","Whanganui","Female",1968,0.223638394323632
"1285","30–34 Years","Whanganui","Female",1911,0.223638394323632
"1286","35–39 Years","Whanganui","Female",2103,0.223638394323632
"1287","40–44 Years","Whanganui","Female",2472,0.223638394323632
